269.000,75.000,34.000,64.000
266.140,75.953,34.000,64.000
263.662,73.856,34.000,64.000
260.421,74.809,34.000,64.000
257.474,72.321,34.752,65.416
258.448,73.685,34.752,65.416
255.136,73.490,34.752,65.416
257.948,70.619,34.011,64.021
256.231,73.480,34.011,64.021
257.185,69.475,34.011,64.021
256.994,66.233,34.011,64.021
259.011,64.894,33.286,62.656
257.747,63.223,32.576,61.320
255.007,64.137,32.576,61.320
252.998,65.050,32.576,61.320
249.527,66.694,32.576,61.320
244.961,68.338,32.576,61.320
241.125,71.078,32.576,61.320
237.290,72.722,32.576,61.320
233.454,76.557,32.576,61.320
230.714,75.644,32.576,61.320
233.088,71.443,32.576,61.320
234.732,71.626,32.576,61.320
234.915,72.904,32.576,61.320
234.732,74.183,32.576,61.320
234.552,76.773,31.881,60.012
236.787,75.518,31.201,58.732
238.361,72.544,31.201,58.732
239.586,73.418,31.201,58.732
240.811,74.293,31.201,58.732
239.921,72.373,31.892,60.032
239.054,78.356,31.212,58.751
237.479,78.881,31.212,58.751
235.554,76.256,31.212,58.751
230.129,73.981,31.212,58.751
225.754,67.156,31.212,58.751
221.729,73.981,31.212,58.751
220.154,70.656,31.212,58.751
220.318,71.114,30.546,57.499
221.517,73.340,30.546,57.499
223.401,73.169,30.546,57.499
223.915,71.970,30.546,57.499
223.399,73.999,31.222,58.771
223.574,77.676,31.222,58.771
224.449,81.352,31.222,58.771
226.025,90.280,31.222,58.771
226.550,93.957,31.222,58.771
229.176,92.381,31.222,58.771
229.701,85.203,31.222,58.771
229.174,85.098,31.913,60.071
232.216,87.066,31.913,60.071
234.185,84.382,31.913,60.071
234.721,87.782,31.913,60.071
235.974,89.393,31.913,60.071
230.069,86.708,31.913,60.071
223.448,87.603,31.913,60.071
219.333,89.214,31.913,60.071
214.710,89.849,32.619,61.400
211.966,94.055,32.619,61.400
209.589,96.433,32.619,61.400
212.698,89.300,32.619,61.400
212.149,86.556,32.619,61.400
214.161,78.326,32.619,61.400
217.153,82.683,31.923,60.091
217.690,80.714,31.923,60.091
220.017,84.115,31.923,60.091
224.307,83.636,32.629,61.420
224.490,82.355,32.629,61.420
223.575,80.343,32.629,61.420
223.783,82.890,33.351,62.779
221.726,89.435,33.351,62.779
220.460,98.576,32.640,61.440
221.375,101.321,32.640,61.440
227.048,96.380,32.640,61.440
228.329,94.733,32.640,61.440
230.709,90.889,32.640,61.440
230.892,91.804,32.640,61.440
234.369,93.452,32.640,61.440
236.748,91.072,32.640,61.440
242.212,98.254,31.944,60.130
244.182,96.642,31.944,60.130
243.643,93.190,32.651,61.460
246.023,96.302,32.651,61.460
244.741,99.414,32.651,61.460
243.826,103.625,32.651,61.460
