306.000,5.000,95.000,65.000
308.195,21.619,95.000,65.000
312.899,45.765,95.000,65.000
319.484,73.673,95.000,65.000
324.814,107.225,95.000,65.000
328.264,137.642,95.000,65.000
326.069,156.142,95.000,65.000
320.111,149.557,95.000,65.000
315.407,127.294,95.000,65.000
311.958,103.776,95.000,65.000
301.184,79.987,92.974,63.614
275.002,60.498,95.031,65.021
248.339,50.147,95.031,65.021
232.342,41.050,95.031,65.021
216.972,34.463,95.031,65.021
205.993,36.659,95.031,65.021
201.915,41.991,95.031,65.021
203.484,54.225,95.031,65.021
210.698,72.732,95.031,65.021
217.913,94.375,95.031,65.021
228.264,116.019,95.031,65.021
243.007,138.290,95.031,65.021
255.240,137.349,95.031,65.021
256.556,116.576,93.005,63.635
272.826,86.799,93.005,63.635
285.413,69.914,93.005,63.635
280.808,51.188,93.005,63.635
262.696,34.918,93.005,63.635
243.355,26.629,93.005,63.635
236.295,21.410,93.005,63.635
232.918,19.261,93.005,63.635
236.295,23.866,93.005,63.635
247.653,32.769,93.005,63.635
259.012,50.267,93.005,63.635
274.054,70.835,93.005,63.635
298.306,98.157,93.005,63.635
325.628,130.391,93.005,63.635
348.652,160.168,93.005,63.635
370.448,181.965,93.005,63.635
387.574,186.675,95.062,65.043
409.224,174.438,95.062,65.043
425.227,152.787,95.062,65.043
426.168,134.901,95.062,65.043
404.518,120.781,95.062,65.043
368.433,112.309,95.062,65.043
343.645,108.230,95.062,65.043
330.780,102.896,95.062,65.043
321.052,98.817,95.062,65.043
313.208,97.248,95.062,65.043
310.384,96.934,95.062,65.043
311.953,102.268,95.062,65.043
318.542,111.368,95.062,65.043
330.780,128.626,95.062,65.043
338.518,146.462,97.166,66.482
336.273,160.254,97.166,66.482
344.291,159.291,97.166,66.482
350.384,144.217,97.166,66.482
366.100,123.371,97.166,66.482
379.891,101.241,97.166,66.482
386.626,77.187,97.166,66.482
384.381,51.850,97.166,66.482
370.590,29.720,97.166,66.482
349.743,14.005,97.166,66.482
341.725,4.704,97.166,66.482
340.763,1.817,97.166,66.482
337.876,-1.069,97.166,66.482
335.631,2.459,97.166,66.482
333.386,9.835,97.166,66.482
338.838,20.419,97.166,66.482
346.985,39.366,95.093,65.064
359.797,58.515,93.066,63.676
