228.000,236.000,80.000,64.000
230.547,236.849,80.000,64.000
233.094,238.264,80.000,64.000
234.510,246.472,80.000,64.000
233.094,255.246,80.000,64.000
228.849,256.661,80.000,64.000
229.132,249.585,80.000,64.000
227.717,234.585,80.000,64.000
227.434,228.075,80.000,64.000
226.585,241.377,80.000,64.000
221.295,262.105,81.770,65.416
221.891,264.683,83.579,66.863
225.144,251.377,83.579,66.863
229.579,228.609,83.579,66.863
231.058,219.443,83.579,66.863
233.128,232.157,83.579,66.863
241.111,241.915,83.579,66.863
250.869,233.931,83.579,66.863
249.390,217.668,83.579,66.863
233.434,208.646,85.428,68.343
207.717,213.220,87.318,69.855
183.313,227.122,87.318,69.855
196.596,237.316,87.318,69.855
228.415,245.039,87.318,69.855
233.666,247.819,87.318,69.855
212.969,247.510,87.318,69.855
190.418,240.405,87.318,69.855
169.102,233.918,87.318,69.855
164.469,237.934,87.318,69.855
179.606,240.096,87.318,69.855
199.067,233.609,87.318,69.855
202.465,222.797,87.318,69.855
194.125,216.927,87.318,69.855
193.198,225.886,87.318,69.855
205.246,225.577,87.318,69.855
214.204,219.708,87.318,69.855
212.042,215.692,87.318,69.855
205.555,222.179,87.318,69.855
205.246,243.494,87.318,69.855
212.969,267.899,87.318,69.855
216.367,271.297,87.318,69.855
206.172,262.956,87.318,69.855
193.507,262.647,87.318,69.855
181.459,270.370,87.318,69.855
180.532,274.386,87.318,69.855
195.051,275.313,87.318,69.855
209.571,278.093,87.318,69.855
215.440,283.345,87.318,69.855
216.367,278.093,87.318,69.855
217.911,261.103,87.318,69.855
230.577,242.877,87.318,69.855
245.714,240.096,87.318,69.855
260.233,251.526,87.318,69.855
257.453,256.160,87.318,69.855
233.666,249.673,87.318,69.855
209.879,241.332,87.318,69.855
199.685,234.227,87.318,69.855
205.555,237.007,87.318,69.855
213.278,247.201,87.318,69.855
227.179,249.364,87.318,69.855
236.755,239.787,87.318,69.855
236.446,224.032,87.318,69.855
231.813,224.341,87.318,69.855
237.577,221.966,89.250,71.400
254.944,216.598,89.250,71.400
274.205,214.388,89.250,71.400
281.467,221.019,89.250,71.400
277.362,237.122,89.250,71.400
263.153,248.174,89.250,71.400
253.996,245.332,89.250,71.400
260.627,234.280,89.250,71.400
269.784,224.492,89.250,71.400
274.520,222.913,89.250,71.400
277.362,208.705,89.250,71.400
265.048,187.549,89.250,71.400
241.366,172.709,89.250,71.400
217.053,171.761,89.250,71.400
202.844,170.814,89.250,71.400
208.844,170.498,89.250,71.400
220.527,163.868,89.250,71.400
224.000,155.974,89.250,71.400
228.736,167.657,89.250,71.400
231.578,186.286,89.250,71.400
224.947,198.600,89.250,71.400
219.579,207.757,89.250,71.400
209.791,204.284,89.250,71.400
191.793,195.759,89.250,71.400
186.425,185.970,89.250,71.400
197.477,167.341,89.250,71.400
218.632,171.446,89.250,71.400
239.788,203.337,89.250,71.400
247.681,233.965,89.250,71.400
244.208,246.911,89.250,71.400
236.314,240.911,89.250,71.400
228.420,224.176,89.250,71.400
224.316,210.599,89.250,71.400
225.894,211.546,89.250,71.400
229.999,213.757,89.250,71.400
239.156,209.020,89.250,71.400
241.366,197.969,89.250,71.400
229.052,194.496,89.250,71.400
216.738,206.810,89.250,71.400
222.737,219.756,89.250,71.400
250.250,223.880,91.225,72.980
284.783,215.166,91.225,72.980
279.942,206.452,91.225,72.980
256.382,208.711,91.225,72.980
231.531,218.716,91.225,72.980
215.717,219.684,91.225,72.980
212.812,208.388,91.225,72.980
210.553,196.447,91.225,72.980
215.394,199.997,91.225,72.980
218.299,211.293,91.225,72.980
244.412,216.848,93.243,74.595
281.029,219.817,93.243,74.595
287.296,215.528,93.243,74.595
270.473,205.962,93.243,74.595
313.027,170.005,93.243,74.595
264.535,165.057,93.243,74.595
236.465,161.836,95.306,76.245
238.559,163.441,97.415,77.932
159.637,182.396,97.415,77.932
162.739,178.605,97.415,77.932
170.754,179.768,95.338,76.270
189.304,171.336,95.338,76.270
204.482,175.046,95.338,76.270
212.240,188.200,95.338,76.270
216.625,197.307,95.338,76.270
222.359,197.645,95.338,76.270
226.744,189.887,95.338,76.270
231.803,189.550,95.338,76.270
231.844,199.791,93.305,74.644
232.174,202.762,93.305,74.644
250.330,205.072,93.305,74.644
270.465,219.926,93.305,74.644
278.058,244.024,93.305,74.644
277.727,265.480,93.305,74.644
274.757,279.674,93.305,74.644
277.067,285.946,93.305,74.644
274.757,277.033,93.305,74.644
277.067,267.460,93.305,74.644
278.718,256.567,93.305,74.644
273.106,228.509,93.305,74.644
279.378,198.470,93.305,74.644
274.427,197.480,93.305,74.644
263.013,228.502,91.315,73.052
252.998,268.237,91.315,73.052
249.445,298.928,91.315,73.052
247.829,297.959,91.315,73.052
239.107,266.622,91.315,73.052
225.861,257.254,91.315,73.052
219.077,260.807,91.315,73.052
220.046,254.023,91.315,73.052
219.077,236.901,91.315,73.052
221.985,229.471,91.315,73.052
231.353,231.732,91.315,73.052
236.199,223.656,91.315,73.052
232.000,198.134,91.315,73.052
225.215,170.028,91.315,73.052
223.600,167.121,91.315,73.052
230.384,178.428,91.315,73.052
241.691,187.150,91.315,73.052
244.599,186.827,91.315,73.052
233.938,187.796,91.315,73.052
211.001,188.766,91.315,73.052
189.356,183.920,91.315,73.052
184.510,175.843,91.315,73.052
201.632,160.660,91.315,73.052
